"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40002231,,"NICYLE PTY LTD","Natural Wonders Early Learning Centre","7-10 Maygrand Close","KILSYTH SOUTH",VIC,3137,08/09/2014,
PR-40002232,,"Ivy Kids Pty Ltd ATF Little Feet Trust","Ivy Kids Early Learning (Glen Waverley)","PO BOX 218","GLEN WAVERLEY",VIC,3150,11/08/2014,
PR-40002234,,"TEAM HOLIDAY PTY LTD","Team Holiday","1-3 LAKEWOOD BVD",BRAESIDE,VIC,3195,08/09/2014,"The Approved Provider must ensure that where children under the age of 7 years are attending excursions outside the premises of the service, staff with specific training or qualifications in educating and caring for children of younger primary school age are in attendance to specifically supervise children under 7 years of age. "
PR-40002239,,"BB GLOBAL VICTORIA PTY LTD",,"24a Hull Rd",CROYDON,VIC,3136,14/08/2014,
PR-40002291,,"Miners Rest Primary School - School Council",,"Miners Rest Primary School, 10 Dundas St","MINERS REST",VIC,3352,09/09/2014,
PR-40002310,,"SPRINGSIDE KINDERGARTEN INC",,"1a Shearman Ct",KEYSBOROUGH,VIC,3173,29/10/2014,
PR-40002321,,"SURREY HILLS DAY CARE CENTRE PTY LTD",,"PO Box 1984",MELBOURNE,VIC,3001,14/08/2014,
PR-40002326,,"Kilvington Grammar School Limited",,"2 Leila Rd",ORMOND,VIC,3204,08/10/2014,
PR-40002330,,"Little Owls Enterprises Pty Ltd ATF Little Owls Early Learning Centre Trust","Stella Street Childcare and Early Learning Centre","6 Stella St",BEACONSFIELD,VIC,3807,09/09/2014,
PR-40002341,,"ST MARGARET'S PRE-SCHOOL INC.",,"PO Box 190",MILDURA,VIC,3502,23/10/2014,
PR-40002399,,"WATTLE TREE FAMILY DAY CARE SERVICES PTY LTD","WATTLE TREE FAMILY DAY CARE SERVICES PTY LTD","4 Breynia Way","CRANBOURNE WEST",VIC,3977,04/05/2015,
PR-40002411,,"The trustee for FOOTBALL STAR ACADEMY UNIT TRUST",,"1-3 Lennox St",MOORABBIN,VIC,3189,26/05/2015,
PR-40002451,,"BiraBira Early Learning Centre PTY LTD","BiraBira Early Learning Centre","335 Warrigal Road",CHELTENHAM,VIC,3192,06/01/2015,
PR-40002503,,"FLINDERS CHRISTIAN COMMUNITY COLLEGE INC","Flinders Christian Community College","PO Box 45",TYABB,VIC,3913,30/01/2015,
PR-40002517,,"NEXTGEN INTERNATIONAL GROUP PTY LTD",,"9 CELEBRATION DR","POINT COOK",VIC,3030,08/05/2015,
PR-40002526,,"READY EDUCATION PTY LTD",,"63 Nancy St",CHELTENHAM,VIC,3192,03/11/2014,
PR-40002530,,"RASHIDA SIDDIQUE","Futuristic Traning & Recruitment Services","4 Manna Way","POINT COOK",VIC,3030,12/11/2015,
PR-00007886,,"iCare Family Day Care Pty Ltd",,"P.O.Box 90","SANDOWN VILLAGE",VIC,3171,05/10/2012,
PR-00007901,,"LAVERTON COMMUNITY INTEGRATED SERVICES INC","Laverton Community Children's Centre","15 Crown Street",LAVERTON,VIC,3028,02/10/2012,
PR-00007953,,"Kimmba Investments Pty Ltd","Kimmba Bilingual Early Learning Centre","PO BOX 278",CAMBERWELL,VIC,3124,09/08/2012,"The Approved Provider must: 
• Ensure the person with management or control, nominated supervisors, educational leaders and all educators at the service engage with all aspects of the Kindergarten Quality Improvement Program (KQIP), including developing and delivering programs that are based on an approved learning framework and their practices for developing, documenting, implementing and critical reflection of the educational program
• Provide the Regulatory Authority with a three-monthly progress report and a final report at the end of the KQIP.
"
PR-00008022,,"Gabow Family Day Care Pty Ltd",,"Level 1, Suite 5, 223-225 High Street",THOMASTOWN,VIC,3074,03/12/2012,
PR-00008025,,"KINGKIDS PTY LTD",Kingkids,"SUITE 1 LEVEL 2 333 POLICE RD",MULGRAVE,VIC,3170,28/09/2012,
PR-00008048,,"Community Children Moonee Ponds Pty Ltd","Community Children Moonee Ponds","16 Coghlan Street",NIDDRIE,VIC,3042,12/01/2012,
PR-00008050,,"Najma Ali Sallad","Children's Choice Family Day Care","73 Rutherglen Way","TAYLORS LAKES",VIC,3038,14/11/2012,
PR-00008055,,"Hillsmeade Primary School Council",,"P.O.Box 4360","NARRE WARREN SOUTH",VIC,3805,25/01/2013,
PR-00008056,,"Yallourn North Primary School Council","Yallourn North Primary School","Reserve St","YALLOURN NORTH",VIC,3825,19/12/2012,
PR-00008058,,"Brooklyn Avenue Pty Ltd","Brooklyn Avenue Pty Ltd","1/234 Inkerman St",BALACLAVA,VIC,3183,30/01/2013,
PR-00008060,,"Keysborough Kindergarten Incorporated","Keysborough Kindergarten","364 Cheltenham Rd",KEYSBOROUGH,VIC,3173,14/09/2012,
PR-00008074,,"Amaary Family Day Care Pty Ltd",,"21 Clarendon Ave",CRAIGIEBURN,VIC,3064,14/11/2012,
PR-40017432,,"Edwin Corporation Pty Ltd ATF Yamen Investment Trust",,"116 Edwin St","HEIDELBERG HEIGHTS",VIC,3081,25/03/2019,
PR-40017460,,"VICTORIA EARLY LEARNING PTY LTD",,"37 Bogong Ave","GLEN WAVERLEY",VIC,3150,12/12/2018,
PR-40017483,,"INSPIRED EARLY LEARNING PTY LTD","Inspired Early Learning","55s Berrybank Tce","BOTANIC RIDGE",VIC,3977,29/04/2019,
PR-40017528,,"J and M Early Learning Pty Ltd","Begginings Early Learners","2 Mia St",ALFREDTON,VIC,3350,12/12/2018,
PR-40017597,,"EAST GIPPSLAND STEINER EDUCATION GROUP INC.","Wild Cherry School","PO Box 416",BAIRNSDALE,VIC,3875,12/12/2018,
PR-40017601,,"Spring Kids Pty Ltd","Montessori Beginnings Malvern","U 2402  70 Dorcas St",SOUTHBANK,VIC,3006,01/02/2019,
PR-40017686,,"HAPPY FEET BANNOCKBURN PTY LTD","Happy Feet Early Learning","39 Woodlands Dr","OCEAN GROVE",VIC,3226,21/11/2018,
PR-40017748,,"MERNDA CHILDCARE MANAGEMENT PTY LTD",,"110 Sackville St",MERNDA,VIC,3754,22/01/2019,
PR-40017797,,"Swan Hill North Primary School Council",,"PO Box 992","SWAN HILL",VIC,3585,19/11/2018,
PR-40017915,,"DEVYANI ARVIND SAPRE",,"15 Pembury Way","WYNDHAM VALE",VIC,3024,03/05/2019,"Prior to applying for service approval or a transfer,  Devyani Arvind Sapre must undertake professional development in Quality Area 1 (Educational Program and practice) of the National Quality Standard and Quality Area 7 (Governance and leadership) of the National Quality Standard.
• The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
• The Department must be provided with proof of completion of the professional development within 7 days of completion.
The person with management or control of the approved provider must attend an educative session with the Western Metropolitan Regional Quality Assessment and Regulation team within 3 months of being granted provider approval. The focus for the educative session is to gain a comprehensive understanding of the statutory obligations of the National Law and Regulations, Child Safe Standard requirements, including Awareness of Child Protection obligations.
"
PR-40017972,,"HELEN KROGER",,"90 Brunt Rd",BEACONSFIELD,VIC,3807,09/12/2019,
PR-40017978,,"WANTIRNA SOUTH CHILDCARE PTY LTD","Watirna South Early Learning Centre","L 1  350 King St","WEST MELBOURNE",VIC,3003,03/01/2019,
PR-40017980,,"FITZROY CHILDCARE PTY LTD","Fitzroy Early Learning Centre","PO Box 8154","NORTHLAND CENTRE",VIC,3072,03/01/2019,
PR-40018068,,"YOUR PLACE EARLY LEARNING CENTRE PTY LTD","Your Place Early Learning Centre","755 Glen Huntly Rd","CAULFIELD SOUTH",VIC,3162,27/12/2018,
PR-40018086,,"Drake Investment Holdings Pty Ltd ATF DRAKE INVESTMENT TRUST","VILLA BAMBINI- TEMPLESTOWE","239 Foote St",TEMPLESTOWE,VIC,3106,07/01/2019,
PR-40018105,,"WESTGATE CHILDCARE PTY LTD","PEACH & PLUM EARLY LEARNING CENTRE","12 Yarcombe Cres",CRAIGIEBURN,VIC,3064,29/04/2019,
PR-40018131,,"BEYOND EDUCARE PTY LTD","Beyond EduCare St Simons","24, Licola Street","VERMONT SOUTH",VIC,3133,23/05/2019,
PR-40018230,,"Bambini Childcare Group Pty Ltd","Bambini Childcare Group","Level 1, 117-125 York Street","SOUTH MELBOURNE",VIC,3205,19/02/2019,
PR-40018245,,"FEDERATION CHILDREN NEWTOWN PTY LTD","Federation Children - Newtown","16 Coghlan St",NIDDRIE,VIC,3042,16/01/2019,
PR-40018285,,"INNOV8 ELEARNING PTY. LTD.",,"U 206  449 Hawthorn Rd","CAULFIELD SOUTH",VIC,3162,09/04/2019,
PR-00002992,,"Lyndhurst Primary School Council",,"70 Brookwater Pde",LYNDHURST,VIC,3975,29/12/2011,
PR-00002993,,"Bambini Child Care Services Pty Ltd",,"Se 11  24 Lakeside Dr","BURWOOD EAST",VIC,3151,29/12/2011,
PR-00002995,,"Arthurton Investments Pty Ltd","TimeOut Educare","PO Box 4141",EAGLEMONT,VIC,3084,29/12/2011,
PR-00002996,,"Beis Efraim College Limited",,"PO Box 1162",ELSTERNWICK,VIC,3185,29/12/2011,
PR-00002997,,"Chum Creek Primary School Council",,"Chum Creek Primary School, 705 Chum Creek Rd","CHUM CREEK",VIC,3777,29/12/2011,
PR-00003001,,"Ringwood Heights Primary School Council",,"PO Box 467",RINGWOOD,VIC,3134,29/12/2011,
PR-00003002,,"Trinity Lutheran College",,"920 Fifteenth Street",MILDURA,VIC,3500,29/12/2011,
PR-00003003,,"Henry Education Pty. Ltd.",,"Henry Education P/L, U1929, Level 19, 180 Lonsdale Street,",MELBOURNE,VIC,3000,29/12/2011,
PR-00003004,,"Kew Primary School",,"Peel Street",KEW,VIC,3101,29/12/2011,
PR-00003005,,"Holy Name Catholic Church Preston East",,"2 Robb Street",RESERVOIR,VIC,3073,29/12/2011,
PR-00003006,,"Newlands Primary School Council",,"Elizabeth Street",COBURG,VIC,3058,29/12/2011,
PR-00003007,,"Macclesfield Primary School Council",,"405 Macclesfield Road",MACCLESFIELD,VIC,3782,29/12/2011,
PR-00003008,,"St Scholastica's Primary School",,"4-8 Starling Street",BENNETTSWOOD,VIC,3125,29/12/2011,
PR-00003009,,"Clare Court Children's Service Inc",,"40 Court Street",YARRAVILLE,VIC,3013,29/12/2011,
PR-00003010,,"Apollo Parkways Primary School Council","Apollo Parkways Primary School Council","31-43 Civic Drive",GREENSBOROUGH,VIC,3088,29/12/2011,
PR-00003012,,"St Patrick's Primary School Koroit",,"Queen Street",KOROIT,VIC,3282,29/12/2011,
PR-00003013,,"Ashby Primary School Council","Ashby Primary School Council","Ashby Primary School, 2 Lawton Ave","GEELONG WEST",VIC,3218,29/12/2011,
PR-00003014,,"St Peter Julian Catholic Church Mooroolbark",,"St Peters Julians Primary, 240 Hull Rd",MOOROOLBARK,VIC,3138,29/12/2011,
PR-00003015,,"Wantirna Primary School Council",,"Wantirna Primary School, 120 Mountain Hwy",WANTIRNA,VIC,3152,29/12/2011,
PR-00003016,,"Bellaire Primary School Council","Bellaire Primary School Council","Larcombe Street",HIGHTON,VIC,3216,29/12/2011,
PR-00003019,,"Clifton Springs Primary School Council",,"PO Box 276",DRYSDALE,VIC,3222,29/12/2011,
PR-00003020,,"St Andrews Primary School Council",,"Caledonia St","ST ANDREWS",VIC,3761,29/12/2011,
PR-00003021,,"Wales Street Primary School Council",,"49 Wales St",THORNBURY,VIC,3071,29/12/2011,
PR-00003022,,"Torquay College School Council","Torquay College","45-55 Grossman's Road",TORQUAY,VIC,3228,29/12/2011,
PR-00003023,,"Port Fairy Consolidated School",,"Po Box 190","PORT FAIRY",VIC,3284,29/12/2011,
PR-00003024,,"Whittlesea Primary School",,"2435 Plenty Road",WHITTLESEA,VIC,3757,29/12/2011,
PR-00003026,,"Reservoir Primary School Council",,"PO Box 69",RESERVOIR,VIC,3073,29/12/2011,
PR-00003027,,"Launching Place Primary School",,"Carter St","LAUNCHING PLACE",VIC,3139,29/12/2011,
PR-00003029,,"Templestowe Valley Primary School Council",,"15 Birchwood Avenue","TEMPLESTOWE LOWER",VIC,3107,29/12/2011,
PR-00003031,,"Moriac Primary School",,"785 Hendy Main Road",MORIAC,VIC,3240,29/12/2011,
PR-00003032,,"Boronia K-12 College, College Council",,"Rangeview Road",BORONIA,VIC,3155,29/12/2011,
PR-00003033,,"Coburg West Primary School Council",,"185-187 Reynard St",COBURG,VIC,3058,29/12/2011,
PR-00003037,,"St Peter Apostle Catholic Church, Hoppers Crossing",,"38 Guinane Ave","HOPPERS CROSSING",VIC,3029,29/12/2011,
PR-00003038,,"Emmaus Catholic Primary School",,"370 Sydenham Road",SYDENHAM,VIC,3037,29/12/2011,
PR-00003040,,"Brunswick South Primary School Council",,"56 Brunswick Road","BRUNSWICK EAST",VIC,3057,29/12/2011,
PR-00003041,,"Teesdale Primary School Council",,"Main Road",TEESDALE,VIC,3328,29/12/2011,
PR-00003042,,"ST FRANCIS OF ASSISI CATHOLIC CHURCH MILL PARK",,"290 CHILDS RD","MILL PARK",VIC,3082,29/12/2011,
PR-00003044,,"Holy Spirit Community School",,"Attention Sue Johnston Holy Spirit Primary School, 120 Oban Rd","RINGWOOD NORTH",VIC,3134,29/12/2011,
PR-00003045,,"Early Years at Phoenix Park Inc",,"25 Quentin Road","EAST MALVERN",VIC,3145,29/12/2011,
PR-00003046,,"Wallaby Childcare Pty Ltd",,"115 Beach Rd",SANDRINGHAM,VIC,3191,29/12/2011,
PR-00003047,,"Maria McIntyre",,"16 Beverley Street","DONCASTER EAST",VIC,3109,29/12/2011,
PR-00003048,,"Lil Bearz Traralgon Pty Ltd ATF S.E.N.D. Family Trust",,"33-39 Francis Street",TRARALGON,VIC,3844,29/12/2011,
PR-00003049,,"ZuBees Pty Ltd",,"7 St John Place",ROWVILLE,VIC,3178,29/12/2011,
PR-00003050,,"Mamabredt Pty Ltd",,"2 Warwick Road","PASCOE VALE",VIC,3044,29/12/2011,
PR-00003051,,"Tecoma Primary School Council",,"1536 Burwood Highway",TECOMA,VIC,3160,29/12/2011,
PR-00003057,,"Carranballac P-9 College School Council",,"PO Box 6106","POINT COOK",VIC,3030,29/12/2011,
PR-00003058,,"Carolyn Paterson","Precious Stars Family Day Care","109 Willowgreen Way","POINT COOK",VIC,3030,29/12/2011,
PR-00003060,,"Mok Australia Pty Ltd",,"33A North Avenue",BENTLEIGH,VIC,3204,29/12/2011,
PR-00003061,,"MJEM Nominees Pty Ltd trustee for the currie family trust",,"16-18 Station St",CRANBOURNE,VIC,3977,29/12/2011,
PR-00003062,,"Learning Matters Pty Ltd atf Being 3",,"32 McLaren Street","MOUNT WAVERLEY",VIC,3149,29/12/2011,
PR-00003063,,"Trustees of Ukrainian Catholic Church In Aust. Eparchy of St Peter & Paul Melb",,"35-37 Canning Street","NORTH MELBOURNE",VIC,3051,29/12/2011,
PR-00003066,,"Tatoah Pty Ltd ATF Tatoah Property Trust",,"7 LOMANDRA WAY",MANSFIELD,VIC,3722,29/12/2011,
PR-00003067,,"Starfish ChildCare Pty Ltd T/as Starfish Early Learning Centre",,"PO Box 85","DINGLEY VILLAGE",VIC,3172,29/12/2011,
PR-00003068,,"Wandin North Primary School",,"220 Warburton Hwy","WANDIN NORTH",VIC,3139,29/12/2011,
PR-00003070,,"Habib Family Day Care Services Pty Ltd",,"469B Ballarat Rd",SUNSHINE,VIC,3020,29/12/2011,
PR-00003073,,"Ballan Primary School Council",,"Ballan Primary School, 8-14 Duncan St",BALLAN,VIC,3342,29/12/2011,
PR-00003075,,"Lower Plenty Primary School Council",,"126-144 Main Rd","LOWER PLENTY",VIC,3093,29/12/2011,
PR-00003076,,"Forty Eight Investments Pty Ltd",,"81 PAXTON ST","MALVERN EAST",VIC,3145,29/12/2011,
PR-00003078,,"Deika Youssouf",,"16 Marna Crt","NOBLE PARK",VIC,3174,29/12/2011,
PR-00003079,,"Northern Schools Early Years Cluster Inc.",,"208a Hilton Street",GLENROY,VIC,3034,29/12/2011,
PR-00003081,,"Merbein P-10 College Council",,"Commercial Street",MERBEIN,VIC,3505,29/12/2011,
PR-00003085,,"Gomez Investment Company Pty Ltd as Trustee for Gomez Family Trust",,"7 Tatman Drive","ALTONA MEADOWS",VIC,3028,29/12/2011,
PR-00003086,,"Mansfield Community Enterprises Pty Ltd",,"PO Box 733",MANSFIELD,VIC,3722,29/12/2011,
PR-00003088,,"Northern Bay P-12 College School Council",,"PO Box 126",CORIO,VIC,3214,29/12/2011,
PR-00003090,,"Life's Great Adventure Pty Ltd trading as The Trustee for the Tullberg Family Trust",,"2, 310 Mickleham Rd",WESTMEADOWS,VIC,3049,29/12/2011,
PR-00003091,,"Belgrave South Primary School",,"PO Box 231",BELGRAVE,VIC,3160,29/12/2011,
PR-00003093,,"Matthew Hine",,"PO BOX 443","HAMPTON PARK",VIC,3976,29/12/2011,"The Approved Provider must ensure that from 1 March 2020: 
•	Whenever 15 or less children are being educated and cared for by the service, there is at least:
 
o	One educator who holds at least an approved diploma level education and care qualification; or 
o	Two educators working directly with children; at least one educator who is enrolled and studying an approved diploma level education and care qualification and one educator who is enrolled and working towards at least an approved certificate III level education and care qualification.
 The Approved Provider must:

•	Provide professional development to the person with management or control, the nominated supervisor and persons in day-to-day charge to ensure that they gain knowledge to build their skills in leadership and to ensure at each service, persons in a leadership role understand their roles and responsibilities to operate the service in compliance with the National Law and National Regulations by 31 March 2020; and

•	The professional development must be delivered by a recognised early childhood expert or consultant and be approved in writing by the Department prior to commencement of the training; and 

•	The Department must be provided with proof of the completion of the professional development within 7 days of completion.
 The Approved Provider must review and revise the services staffing policy and procedures to ensure that:

•	the procedures for determining the persons with management or control, nominated supervisor, person in day-to-day charge and the induction of educators, co-ordinators and staff members is comprehensive; and

•	that educators and staff that commence at the service have an understanding of their roles and their responsibilities; and 

•	A copy of the reviewed and revised policies and procedures are provided to the Department by 31 March 2020.
"
PR-00003095,,"Stabilozo Pty Ltd",,"34 Gateshead Dve","WANTIRNA SOUTH",VIC,3152,29/12/2011,
PR-00003096,,"Briar Hill Primary School",,"PO Box 49","BRIAR HILL",VIC,3088,29/12/2011,
PR-00003097,,"Chelsea Childcare & Kindergarten Pty Ltd",,"3 Willoby Avenue","GLEN IRIS",VIC,3146,29/12/2011,
PR-00003098,,"Butterflies Child Care Centre Pty Ltd",,"2-4 Orchard Road",DOREEN,VIC,3754,29/12/2011,
PR-00003099,,"Haddon & District Community House Inc",,"396 Sago Hill Road",HADDON,VIC,3351,29/12/2011,
PR-00003104,,"YMCA Aquatic Education Limited",,"U 502  990 Whitehorse Rd","BOX HILL",VIC,3128,29/12/2011,
PR-40033179,,"Blooming Stars Pty Ltd as trustee for Blooming Stars Trust","Blooming Stars Child Care Centre","533 Clayton Rd","CLAYTON SOUTH",VIC,3169,02/02/2024,
PR-40033271,,"Greatstart Education PTY LTD","Great Start Kindergarten & Early Learning","45 Bakewell Street",CRANBOURNE,VIC,3977,09/05/2023,
PR-40033334,,"Chiltern Primary School Council","Chiltern Primary School","91-101 Albert road",CHILTERN,VIC,3683,11/08/2023,
PR-40033393,,"SAI CHILDCARE PTY LTD","Kool Kidz Craigieburn","1057 Plenty Rd","SOUTH MORANG",VIC,3752,06/12/2023,
PR-40033553,,"WILLIAMS INTERNATIONAL COLLEGE PTY LTD",,"21 Newport Ave","WILLIAMS LANDING",VIC,3027,07/12/2023,
PR-40033621,,"COMMUNITY CHILDREN KINGSVILLE PTY LTD","COMMUNITY CHILDREN KINGSVILLE","16 Coghlan St",NIDDRIE,VIC,3042,22/08/2023,
PR-40033624,,"SAVITA DAHIYA","D KIDZ","17 Prime St",MICKLEHAM,VIC,3064,19/04/2024,
PR-40033658,,"PLAYFUL PALS PTY LTD","Playful Pals Day Care","UNIT 2 36 EFFICIENT DR",TRUGANINA,VIC,3029,06/02/2024,
PR-40033697,,"BRIGHTON EAST INVESTMENT PTY LTD",,"8 Fraser St","GLEN WAVERLEY",VIC,3150,26/02/2024,
PR-40033710,,"ACN 668344045 PTY LTD",,"U 11  106 Wantirna Rd",RINGWOOD,VIC,3134,22/04/2024,"The person(s) with management or control of the approved provider, must undertake professional development in Quality Area 7 – Governance and Leadership and the Child Safe Standards prior to applying for service approval or transfer. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion. "
PR-40033779,,"Aspire Early Education & Kindergarten Deanside Village PTY LTD","Aspire Early education Deanside","39 CONSERVATORY DR",DEANSIDE,VIC,3336,23/06/2023,
PR-40033781,,"ASPIRE EARLY EDUCATION & KINDERGARTEN CRANBOURNE NORTH (THOMPSON) PTY LTD","Aspire Early Education & Kindergarten Cranbourne North","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,23/06/2023,
PR-40033790,,"ASPIRE EARLY EDUCATION & KINDERGARTEN BELLA ESTATE, CLYDE NORTH PTY LTD","Aspire Early Education & Kindergarten Bella Estate","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,23/06/2023,
PR-40033793,,"ASPIRE EARLY EDUCATION & KINDERGARTEN THORNHILL VILLAGE PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN THORNHILL VILLAGE","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,23/06/2023,
PR-40033795,,"ASPIRE EARLY EDUCATION & KINDERGARTEN RAMLEGH CLYDE NORTH PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN RAMLEGH","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,23/06/2023,
PR-40033800,,"ASPIRE EARLY EDUCATION & KINDERGARTEN BEVERIDGE PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN BEVERIDGE","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,23/06/2023,
PR-40033804,,"ASPIRE EARLY EDUCATION & KINDERGARTEN DONNYBROOK PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN DONNYBROOK","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,23/06/2023,
PR-40033821,,"ASPIRE EARLY EDUCATION & KINDERGARTEN TARNEIT (SAYERS) PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN TARNEIT SAYERS","level 16, 627 Chapel St","SOUTH YARRA",VIC,3141,23/06/2023,
